ID,NatID1,NatID2,SudijaID,Status,Faza,BrPotezi,NastanID,BobednikID
4014,996,1637,36,Nereseno,CetvrtFinale,60,241,null
4015,4873,4234,7,Nereseno,Finale,68,219,null
4016,4834,4049,31,Nereseno,Samostoen,24,139,null
4017,4958,2320,8,Nereseno,Finale,63,65,null
4018,1955,4644,9,Nereseno,Kvalifikacii,16,231,null
4019,2663,3089,21,Nereseno,CetvrtFinale,79,75,null
4020,3873,1512,5,Nereseno,Finale,50,182,null
4021,724,3730,42,Pobednik,Samostoen,41,246,3730
4022,2084,2475,1,Nereseno,Samostoen,27,134,null
4023,2279,4773,30,Pobednik,Finale,13,70,4773
4024,2852,545,26,Nereseno,CetvrtFinale,52,230,null
4025,3995,4560,6,Pobednik,Samostoen,40,153,3995
4026,2410,1584,7,Nereseno,CetvrtFinale,71,243,null
4027,1211,2605,16,Pobednik,CetvrtFinale,34,132,1211
4028,2697,4890,10,Nereseno,Kvalifikacii,79,144,null
4029,1287,3577,16,Pobednik,Samostoen,47,124,3577
4030,4241,4987,16,Pobednik,Samostoen,44,96,4987
4031,1175,2426,2,Pobednik,Kvalifikacii,44,41,2426
4032,3753,1706,42,Pobednik,Kvalifikacii,49,127,1706
4033,268,4448,8,Nereseno,CetvrtFinale,36,223,null
4034,189,3907,9,Nereseno,Finale,40,45,null
4035,3568,3006,14,Nereseno,CetvrtFinale,54,129,null
4036,4353,4628,2,Pobednik,Finale,73,246,4628
4037,4121,2031,32,Pobednik,Polufinale,72,111,2031
4038,2895,934,41,Pobednik,Finale,34,104,2895
4039,3997,557,42,Nereseno,Samostoen,59,245,null
4040,710,4302,35,Pobednik,Finale,72,196,710
4041,1526,4753,16,Pobednik,Kvalifikacii,17,35,4753
4042,3607,608,24,Pobednik,Finale,56,128,608
4043,4221,519,1,Pobednik,Samostoen,44,221,519
4044,2943,4939,4,Pobednik,Samostoen,63,87,2943
4045,3809,2798,3,Pobednik,Kvalifikacii,19,137,3809
4046,2929,3759,47,Pobednik,Samostoen,65,245,2929
4047,1132,1179,44,Pobednik,Kvalifikacii,24,8,1179
4048,657,4594,21,Pobednik,CetvrtFinale,54,210,4594
4049,3910,2229,39,Nereseno,Finale,27,102,null
4050,1058,1931,12,Pobednik,CetvrtFinale,12,205,1931
4051,3711,4153,32,Nereseno,Finale,64,253,null
4052,2413,5144,38,Pobednik,Kvalifikacii,14,166,2413
4053,2076,304,24,Pobednik,Finale,74,211,2076
4054,3016,4933,43,Pobednik,Kvalifikacii,13,137,4933
4055,4471,331,6,Nereseno,Kvalifikacii,72,242,null
4056,228,817,37,Pobednik,Polufinale,73,186,228
4057,2947,785,21,Pobednik,Kvalifikacii,63,204,2947
4058,1652,4190,11,Pobednik,Samostoen,29,215,4190
4059,3405,5069,28,Pobednik,Finale,20,183,5069
4060,2548,2966,36,Pobednik,Polufinale,32,201,2966
4061,1866,3094,47,Pobednik,Polufinale,52,44,3094
4062,2473,3906,29,Pobednik,Samostoen,78,50,3906
4063,4871,4017,26,Nereseno,CetvrtFinale,57,30,null
4064,1858,1900,3,Nereseno,Finale,40,231,null
4065,1479,1727,36,Pobednik,Finale,75,169,1727
4066,4834,1194,37,Pobednik,Finale,12,139,4834
4067,4451,969,38,Nereseno,Kvalifikacii,64,249,null
4068,4859,854,17,Pobednik,Samostoen,54,102,4859
4069,4197,2363,18,Nereseno,Kvalifikacii,61,12,null
4070,4851,1577,28,Nereseno,Samostoen,60,244,null
4071,4543,729,2,Pobednik,Samostoen,80,119,4543
4072,1499,4333,36,Nereseno,Finale,37,239,null
4073,415,4174,47,Nereseno,Finale,18,148,null
4074,3676,4248,48,Pobednik,Samostoen,35,230,4248
4075,1400,2224,38,Nereseno,Finale,68,102,null
4076,2450,4268,32,Pobednik,Polufinale,68,48,4268
4077,2751,828,27,Pobednik,Finale,52,21,2751
4078,4297,3656,40,Pobednik,Polufinale,40,185,4297
4079,5010,564,1,Pobednik,Polufinale,17,117,5010
4080,3886,2915,33,Pobednik,Samostoen,45,70,3886
4081,387,4564,9,Pobednik,Polufinale,14,145,387
4082,5144,4668,23,Pobednik,Kvalifikacii,40,250,5144
4083,4282,3216,33,Pobednik,Samostoen,68,51,3216
4084,1033,1304,5,Pobednik,Kvalifikacii,23,180,1304
4085,1747,2133,40,Nereseno,Samostoen,16,81,null
4086,1147,4956,29,Pobednik,CetvrtFinale,55,5,1147
4087,554,2451,31,Pobednik,CetvrtFinale,46,5,2451
4088,1381,2938,45,Pobednik,Polufinale,45,36,1381
4089,1576,3977,13,Pobednik,Samostoen,10,105,3977
4090,891,1055,15,Nereseno,Kvalifikacii,47,96,null
4091,3146,2515,47,Nereseno,Samostoen,25,230,null
4092,1316,4719,22,Pobednik,Samostoen,43,227,1316
4093,2599,1837,45,Nereseno,Samostoen,72,228,null
4094,2238,3199,21,Pobednik,Kvalifikacii,66,234,2238
4095,2723,849,26,Nereseno,Samostoen,72,1,null
4096,905,3462,40,Pobednik,Samostoen,42,152,3462
4097,2779,4780,17,Nereseno,Samostoen,73,142,null
4098,1225,5040,5,Nereseno,Kvalifikacii,73,253,null
4099,4546,4568,36,Nereseno,CetvrtFinale,70,204,null
4100,507,2521,49,Nereseno,Kvalifikacii,11,207,null
4101,1679,2401,23,Nereseno,Samostoen,78,251,null
4102,945,4215,27,Nereseno,Finale,66,77,null
4103,1365,4671,9,Pobednik,Polufinale,26,164,4671
4104,1003,2019,2,Nereseno,CetvrtFinale,46,95,null
4105,2566,286,5,Nereseno,Finale,15,94,null
4106,318,4231,10,Nereseno,Finale,72,70,null
4107,1756,4296,34,Nereseno,Kvalifikacii,78,38,null
4108,519,121,47,Nereseno,Samostoen,22,128,null
4109,4526,4047,44,Pobednik,CetvrtFinale,59,171,4047
4110,4123,3293,32,Pobednik,Polufinale,30,47,4123
4111,953,802,29,Pobednik,CetvrtFinale,17,115,802
4112,3565,4364,44,Pobednik,Finale,23,108,3565
4113,827,4715,1,Pobednik,CetvrtFinale,16,100,4715
4114,2725,1752,48,Pobednik,Finale,67,28,2725
4115,2609,613,34,Pobednik,Kvalifikacii,30,116,2609
4116,1722,3721,37,Pobednik,Polufinale,56,157,1722
4117,4953,2376,8,Pobednik,Polufinale,64,5,2376
4118,1791,3743,44,Nereseno,Samostoen,12,12,null
4119,128,2653,32,Nereseno,Samostoen,45,239,null
4120,5006,802,46,Nereseno,Kvalifikacii,60,194,null
4121,3328,1489,7,Pobednik,Kvalifikacii,24,81,1489
4122,1964,2824,29,Pobednik,Samostoen,52,66,1964
4123,1955,3965,40,Pobednik,Kvalifikacii,44,162,1955
4124,1836,215,12,Pobednik,Kvalifikacii,65,182,215
4125,1899,2523,8,Pobednik,Samostoen,55,169,2523
4126,1979,3077,6,Pobednik,Polufinale,62,31,3077
4127,2107,1098,41,Nereseno,CetvrtFinale,24,62,null
4128,2844,4050,5,Nereseno,Finale,66,81,null
4129,2057,2388,36,Pobednik,Samostoen,31,25,2057
4130,1519,1222,8,Pobednik,CetvrtFinale,77,17,1222
4131,4774,4343,2,Pobednik,Finale,77,32,4774
4132,2368,819,8,Pobednik,CetvrtFinale,41,158,819
4133,3976,4148,14,Pobednik,Samostoen,36,182,4148
4134,2625,4032,32,Pobednik,Polufinale,31,35,4032
4135,2493,2148,23,Pobednik,Kvalifikacii,10,71,2148
4136,2293,4539,34,Nereseno,Polufinale,43,170,null
4137,3983,4089,3,Pobednik,Kvalifikacii,55,177,4089
4138,422,3256,1,Pobednik,Finale,60,172,422
4139,504,4227,28,Pobednik,Samostoen,14,197,504
4140,3437,854,36,Pobednik,Kvalifikacii,74,160,854
4141,4684,2985,6,Nereseno,Polufinale,24,17,null
4142,3783,3733,38,Nereseno,CetvrtFinale,29,117,null
4143,3494,3894,6,Pobednik,Finale,62,24,3494
4144,2994,1095,23,Pobednik,Kvalifikacii,22,72,2994
4145,665,3135,22,Nereseno,Finale,43,52,null
4146,2391,2448,47,Pobednik,Finale,55,28,2448
4147,4965,286,43,Pobednik,CetvrtFinale,59,163,4965
4148,3131,4637,19,Pobednik,Finale,79,37,4637
4149,3718,3523,12,Pobednik,CetvrtFinale,78,81,3523
4150,4943,4546,34,Pobednik,Polufinale,78,143,4943
4151,4352,1386,25,Pobednik,Kvalifikacii,22,232,4352
4152,4124,3844,43,Nereseno,Finale,19,55,null
4153,3857,3909,17,Nereseno,Polufinale,22,174,null
4154,2354,706,5,Pobednik,Finale,25,199,706
4155,4851,1849,3,Pobednik,Polufinale,41,75,1849
4156,2954,4035,31,Nereseno,Finale,13,200,null
4157,3353,1505,31,Pobednik,Finale,39,90,1505
4158,3755,4031,41,Nereseno,Polufinale,53,143,null
4159,4170,2061,4,Pobednik,Samostoen,19,72,2061
4160,4116,2446,45,Nereseno,Kvalifikacii,17,12,null
4161,3255,3251,42,Nereseno,Finale,47,120,null
4162,948,574,1,Nereseno,Kvalifikacii,68,244,null
4163,2648,1557,27,Pobednik,Finale,36,29,2648
4164,1722,2386,17,Pobednik,CetvrtFinale,54,22,1722
4165,1766,1373,22,Nereseno,Samostoen,65,91,null
4166,784,2836,21,Pobednik,Finale,24,144,2836
4167,1658,3262,22,Pobednik,Kvalifikacii,18,120,3262
4168,2887,4919,28,Nereseno,Polufinale,52,242,null
4169,4607,3198,31,Nereseno,CetvrtFinale,67,119,null
4170,2131,3683,6,Pobednik,Polufinale,38,200,3683
4171,4771,3066,40,Nereseno,CetvrtFinale,34,203,null
4172,1189,2383,26,Pobednik,Samostoen,29,254,1189
4173,998,2527,13,Pobednik,Samostoen,38,202,998
4174,3944,2414,16,Nereseno,Samostoen,68,37,null
4175,349,4924,20,Pobednik,Polufinale,68,132,4924
4176,5068,2285,48,Pobednik,Finale,40,191,2285
4177,2806,4783,10,Pobednik,Finale,32,242,4783
4178,3257,4586,40,Pobednik,Kvalifikacii,27,165,4586
4179,5099,1666,13,Nereseno,Finale,38,26,null
4180,983,2009,43,Pobednik,Kvalifikacii,15,17,983
4181,3215,3413,5,Pobednik,Kvalifikacii,58,233,3413
4182,4020,998,29,Pobednik,Kvalifikacii,31,219,998
4183,227,232,28,Pobednik,Finale,77,137,232
4184,4292,5016,28,Pobednik,Finale,67,243,5016
4185,2117,923,7,Pobednik,CetvrtFinale,64,69,2117
4186,1457,3577,36,Nereseno,Samostoen,33,230,null
4187,737,2327,24,Nereseno,Samostoen,10,143,null
4188,2861,306,2,Nereseno,CetvrtFinale,41,213,null
4189,3478,753,22,Pobednik,CetvrtFinale,66,204,753
4190,4396,3530,7,Nereseno,Samostoen,15,152,null
4191,3873,2537,46,Pobednik,Samostoen,56,247,3873
4192,1610,3343,4,Pobednik,Kvalifikacii,13,73,3343
4193,4205,3381,46,Pobednik,Samostoen,61,189,3381
4194,2030,5162,41,Pobednik,Finale,57,248,2030
4195,4231,2313,48,Pobednik,Finale,20,156,2313
4196,4414,1986,28,Pobednik,Kvalifikacii,53,180,4414
4197,4243,2392,1,Nereseno,Kvalifikacii,50,151,null
4198,1691,105,20,Nereseno,Kvalifikacii,66,175,null
4199,303,2084,47,Pobednik,Samostoen,34,18,2084
4200,3226,4882,23,Nereseno,Polufinale,16,161,null
4201,2824,259,41,Nereseno,CetvrtFinale,46,75,null
4202,4799,801,22,Nereseno,Kvalifikacii,22,241,null
4203,2552,3780,11,Pobednik,Finale,21,50,3780
4204,1400,1285,48,Nereseno,Samostoen,54,159,null
4205,1577,490,16,Nereseno,Polufinale,45,108,null
4206,375,582,6,Nereseno,CetvrtFinale,16,93,null
4207,2211,3611,19,Nereseno,Kvalifikacii,58,11,null
4208,2799,3830,20,Pobednik,Samostoen,11,13,2799
4209,4564,252,6,Pobednik,CetvrtFinale,40,168,252
4210,4024,2345,31,Nereseno,Finale,69,45,null
4211,1086,2064,44,Pobednik,Finale,25,217,1086
4212,1205,2749,6,Nereseno,Finale,43,186,null
4213,833,1664,45,Pobednik,Finale,56,237,1664
4214,4988,1669,32,Pobednik,Polufinale,44,105,4988
4215,4799,2029,7,Nereseno,Kvalifikacii,11,184,null
4216,1562,2192,11,Pobednik,CetvrtFinale,72,56,2192
4217,363,2094,17,Pobednik,Kvalifikacii,21,87,363
4218,2176,959,23,Pobednik,Samostoen,47,150,2176
4219,2592,4536,5,Nereseno,Polufinale,54,161,null
4220,2405,517,21,Pobednik,Kvalifikacii,77,253,2405
4221,3634,749,6,Pobednik,Polufinale,38,177,3634
4222,3596,2129,25,Pobednik,Samostoen,46,137,3596
4223,3778,2494,32,Nereseno,Polufinale,17,142,null
4224,3611,2421,37,Pobednik,CetvrtFinale,68,240,2421
4225,4111,3154,12,Nereseno,Kvalifikacii,25,184,null
4226,2389,1866,22,Nereseno,Polufinale,50,166,null
4227,2241,3771,33,Nereseno,Samostoen,29,164,null
4228,4515,4975,19,Pobednik,Finale,65,243,4515
4229,1395,1748,23,Pobednik,CetvrtFinale,19,123,1748
4230,1404,3905,23,Nereseno,Polufinale,23,17,null
4231,1477,1023,34,Pobednik,CetvrtFinale,20,78,1477
4232,4480,2679,16,Pobednik,CetvrtFinale,24,117,4480
4233,3513,2928,23,Nereseno,Polufinale,34,243,null
4234,3977,2991,4,Pobednik,Kvalifikacii,63,58,3977
4235,4447,4350,19,Pobednik,Samostoen,59,11,4447
4236,4854,1587,43,Nereseno,Kvalifikacii,32,128,null
4237,3530,2685,43,Pobednik,Kvalifikacii,34,38,3530
4238,1446,5076,41,Pobednik,Samostoen,42,120,5076
4239,4965,995,48,Nereseno,Polufinale,50,135,null
4240,4898,344,44,Pobednik,Samostoen,29,99,344
4241,429,348,48,Pobednik,Polufinale,47,123,429
4242,4956,610,14,Pobednik,Finale,57,1,4956
4243,4758,524,40,Pobednik,CetvrtFinale,49,218,524
4244,2992,2001,21,Pobednik,Finale,18,134,2001
4245,4472,1733,7,Nereseno,Kvalifikacii,32,184,null
4246,1946,546,27,Nereseno,Samostoen,40,204,null
4247,2251,727,44,Pobednik,Polufinale,10,165,727
4248,2897,1995,30,Nereseno,Kvalifikacii,17,76,null
4249,4063,1692,42,Nereseno,Finale,42,147,null
4250,1686,2045,8,Nereseno,Polufinale,14,163,null
4251,2597,2627,9,Pobednik,Kvalifikacii,51,143,2597
4252,2314,3582,24,Nereseno,CetvrtFinale,36,252,null
4253,983,2267,12,Pobednik,Finale,21,58,2267
4254,1218,2873,30,Pobednik,CetvrtFinale,58,172,1218
4255,2600,5098,25,Nereseno,CetvrtFinale,34,5,null
4256,4738,768,39,Pobednik,CetvrtFinale,28,97,768
4257,101,1139,45,Pobednik,Kvalifikacii,19,134,101
4258,2780,571,32,Nereseno,Kvalifikacii,48,106,null
4259,1618,4646,5,Pobednik,CetvrtFinale,24,129,4646
4260,2872,1279,29,Nereseno,Samostoen,65,193,null
4261,2335,4013,35,Nereseno,Finale,43,93,null
4262,4453,3468,33,Nereseno,Samostoen,18,63,null
4263,341,4110,20,Nereseno,Samostoen,60,26,null
4264,3612,1964,16,Pobednik,Samostoen,15,51,1964
4265,4228,3553,25,Pobednik,CetvrtFinale,62,245,3553
4266,4059,2977,25,Pobednik,Finale,43,119,2977
4267,2322,4237,8,Pobednik,Samostoen,20,178,2322
4268,2904,4198,5,Pobednik,CetvrtFinale,32,188,2904
4269,1524,5103,17,Nereseno,Samostoen,74,134,null
4270,1598,1902,6,Nereseno,Polufinale,58,36,null
4271,4298,3219,13,Nereseno,Kvalifikacii,21,109,null
4272,1822,496,26,Nereseno,Kvalifikacii,75,66,null
4273,138,1381,13,Nereseno,Samostoen,61,108,null
4274,2009,5135,49,Nereseno,Finale,52,187,null
4275,3607,3038,20,Pobednik,Samostoen,54,91,3607
4276,187,1202,44,Nereseno,Samostoen,18,90,null
4277,731,4668,45,Pobednik,CetvrtFinale,12,22,731
4278,1830,3374,11,Pobednik,Polufinale,63,228,1830
4279,2936,2657,28,Pobednik,Samostoen,44,206,2936
4280,3818,1084,28,Nereseno,Polufinale,74,176,null
4281,4659,2955,17,Nereseno,CetvrtFinale,17,14,null
4282,4781,2987,31,Pobednik,CetvrtFinale,23,103,2987
4283,2776,1161,36,Pobednik,Finale,17,200,1161
4284,2498,4397,21,Nereseno,Finale,32,116,null
4285,178,2153,16,Nereseno,Samostoen,31,227,null
4286,3127,335,50,Pobednik,CetvrtFinale,19,232,335
4287,524,4374,11,Pobednik,Finale,54,209,524
4288,2304,1856,30,Pobednik,Finale,19,123,2304
4289,3193,4496,48,Nereseno,Kvalifikacii,61,196,null
4290,868,3624,47,Pobednik,Polufinale,76,66,3624
4291,226,1873,43,Pobednik,Polufinale,73,81,226
4292,2782,2723,27,Pobednik,CetvrtFinale,80,158,2782
4293,4225,2633,29,Pobednik,CetvrtFinale,59,123,2633
4294,3123,3305,2,Nereseno,Polufinale,74,26,null
4295,5089,4309,13,Pobednik,Samostoen,54,142,4309
4296,1151,3097,8,Pobednik,CetvrtFinale,36,228,3097
4297,4699,367,1,Nereseno,Kvalifikacii,78,88,null
4298,1710,3674,18,Pobednik,Samostoen,42,54,3674
4299,3433,2952,5,Nereseno,Finale,47,143,null
4300,3976,4859,24,Nereseno,Finale,71,139,null
4301,3811,5084,40,Nereseno,Finale,69,139,null
4302,2466,4541,19,Nereseno,Kvalifikacii,64,234,null
4303,3219,3208,20,Pobednik,Samostoen,39,82,3219
4304,4723,3139,26,Pobednik,Kvalifikacii,34,93,4723
4305,4644,5030,27,Nereseno,Polufinale,79,191,null
4306,2030,310,21,Pobednik,Polufinale,67,9,310
4307,4710,2483,25,Nereseno,Finale,28,232,null
4308,2321,3070,25,Pobednik,CetvrtFinale,65,67,3070
4309,648,1078,6,Nereseno,Polufinale,53,29,null
4310,2738,4710,32,Nereseno,Kvalifikacii,58,245,null
4311,4036,2221,18,Nereseno,CetvrtFinale,46,54,null
4312,4187,3362,40,Nereseno,CetvrtFinale,13,204,null
4313,4859,4084,11,Pobednik,Samostoen,73,193,4859
4314,4347,3689,14,Nereseno,Finale,61,30,null
4315,1779,5033,28,Pobednik,Samostoen,76,155,1779
4316,1639,2268,16,Pobednik,CetvrtFinale,59,150,1639
4317,555,3239,2,Pobednik,Kvalifikacii,35,232,555
4318,4983,1336,6,Nereseno,Finale,19,208,null
4319,2910,754,1,Pobednik,Finale,71,81,754
4320,3602,3878,43,Pobednik,Kvalifikacii,10,2,3602
4321,4734,519,48,Nereseno,Finale,70,218,null
4322,2063,3508,18,Nereseno,CetvrtFinale,45,126,null
4323,658,820,14,Pobednik,Finale,48,113,658
4324,3119,3170,8,Nereseno,Kvalifikacii,44,141,null
4325,2384,2383,4,Nereseno,Finale,65,215,null
4326,694,3293,14,Pobednik,Samostoen,60,41,694
4327,2173,3862,17,Nereseno,CetvrtFinale,19,218,null
4328,2135,2229,7,Pobednik,CetvrtFinale,50,52,2135
4329,2411,2666,18,Nereseno,Polufinale,74,119,null
4330,4375,4428,40,Pobednik,Kvalifikacii,45,148,4375
4331,1486,1040,4,Nereseno,Polufinale,63,141,null
4332,1655,5076,49,Pobednik,Kvalifikacii,51,180,1655
4333,2760,1664,20,Pobednik,CetvrtFinale,68,206,1664
4334,4534,4203,12,Nereseno,Polufinale,14,81,null
4335,2705,514,14,Pobednik,Polufinale,26,57,514
4336,1251,2503,21,Pobednik,Polufinale,30,92,1251
4337,4096,1056,23,Nereseno,CetvrtFinale,22,211,null
4338,3607,2760,40,Nereseno,CetvrtFinale,62,50,null
4339,298,5001,29,Pobednik,Finale,45,222,5001
4340,3338,889,6,Pobednik,Kvalifikacii,23,52,889
4341,748,2839,48,Pobednik,Kvalifikacii,70,173,2839
4342,2070,3959,41,Nereseno,Polufinale,76,115,null
4343,437,533,44,Pobednik,Polufinale,53,230,437
4344,474,2996,27,Pobednik,CetvrtFinale,64,247,474
4345,3750,2105,18,Pobednik,Finale,35,120,3750
4346,3492,1340,17,Nereseno,Kvalifikacii,50,206,null
4347,4040,3887,20,Pobednik,CetvrtFinale,50,24,4040
4348,1971,4689,2,Nereseno,Finale,78,211,null
4349,1520,4483,20,Nereseno,Finale,74,69,null
4350,4400,2199,31,Nereseno,Kvalifikacii,42,88,null
4351,1159,2881,8,Pobednik,Samostoen,70,184,1159
4352,3094,3739,39,Nereseno,CetvrtFinale,39,163,null
4353,3052,127,5,Nereseno,Samostoen,47,145,null
4354,244,2693,47,Pobednik,Finale,53,146,244
4355,3584,2437,6,Pobednik,Polufinale,57,67,2437
4356,2558,3049,44,Pobednik,Polufinale,28,10,3049
4357,3255,3339,33,Pobednik,Kvalifikacii,28,252,3339
4358,317,886,40,Nereseno,Polufinale,47,207,null
4359,2728,5033,25,Nereseno,Samostoen,38,85,null
4360,1797,968,19,Nereseno,Kvalifikacii,38,51,null
4361,2602,1614,6,Nereseno,Samostoen,53,233,null
4362,3319,1215,13,Nereseno,Finale,67,14,null
4363,572,3599,17,Nereseno,Polufinale,33,239,null
4364,2393,340,21,Pobednik,Kvalifikacii,17,42,340
4365,4484,1802,34,Nereseno,Samostoen,13,23,null
4366,1293,280,6,Nereseno,Finale,32,227,null
4367,3589,932,12,Nereseno,CetvrtFinale,25,135,null
4368,2102,221,2,Nereseno,CetvrtFinale,73,107,null
4369,366,104,22,Pobednik,Samostoen,24,121,366
4370,4509,4686,18,Pobednik,Samostoen,80,59,4686
4371,2775,4606,32,Nereseno,Samostoen,30,66,null
4372,4241,3315,42,Nereseno,CetvrtFinale,14,5,null
4373,4760,3854,8,Nereseno,CetvrtFinale,56,20,null
4374,2432,1257,30,Pobednik,CetvrtFinale,71,240,1257
4375,540,1445,34,Pobednik,Samostoen,62,245,1445
4376,4561,2320,44,Pobednik,Polufinale,55,185,4561
4377,4241,1785,43,Pobednik,Kvalifikacii,17,247,4241
4378,4839,4696,35,Nereseno,Samostoen,53,198,null
4379,1805,3683,25,Nereseno,CetvrtFinale,70,148,null
4380,3699,937,32,Pobednik,CetvrtFinale,46,211,937
4381,2103,2685,11,Pobednik,Samostoen,21,79,2103
4382,4351,1877,44,Pobednik,CetvrtFinale,37,61,1877
4383,559,2992,37,Nereseno,Kvalifikacii,45,179,null
4384,1977,681,20,Pobednik,Samostoen,74,240,681
4385,3883,1194,8,Nereseno,Finale,69,85,null
4386,2330,1713,16,Pobednik,Kvalifikacii,26,70,1713
4387,2713,1561,35,Nereseno,Kvalifikacii,75,70,null
4388,4838,948,44,Nereseno,CetvrtFinale,48,240,null
4389,295,403,44,Pobednik,CetvrtFinale,44,90,403
4390,3293,101,31,Nereseno,Kvalifikacii,30,203,null
4391,1062,1640,27,Pobednik,CetvrtFinale,42,3,1062
4392,410,1201,35,Pobednik,Kvalifikacii,66,216,410
4393,5078,2663,29,Nereseno,CetvrtFinale,74,9,null
4394,4236,3373,23,Nereseno,Samostoen,32,105,null
4395,2158,3535,38,Nereseno,CetvrtFinale,23,111,null
4396,2368,4014,19,Nereseno,Samostoen,76,88,null
4397,2768,607,22,Pobednik,Samostoen,57,166,2768
4398,1454,3495,43,Nereseno,Kvalifikacii,47,230,null
4399,1379,3611,6,Pobednik,Samostoen,65,251,1379
4400,4133,2031,24,Nereseno,Polufinale,70,127,null
4401,4472,2657,1,Nereseno,Samostoen,30,227,null
4402,1809,4583,21,Nereseno,Kvalifikacii,19,145,null
4403,4376,3448,39,Pobednik,CetvrtFinale,49,16,3448
4404,4748,4861,50,Nereseno,Samostoen,37,144,null
4405,3571,5123,46,Nereseno,CetvrtFinale,78,37,null
4406,4708,4407,47,Pobednik,Polufinale,52,63,4708
4407,522,3883,8,Pobednik,Finale,18,221,3883
4408,1351,1479,17,Pobednik,Samostoen,71,20,1351
4409,2917,1327,16,Nereseno,Samostoen,44,208,null
4410,2266,2153,23,Nereseno,Kvalifikacii,13,29,null
4411,3568,4684,14,Pobednik,Polufinale,48,30,4684
4412,4926,2420,42,Pobednik,Kvalifikacii,52,244,4926
4413,573,2719,44,Pobednik,Samostoen,19,90,2719
4414,4189,3042,21,Pobednik,Finale,57,93,4189
4415,2404,2515,4,Nereseno,CetvrtFinale,49,241,null
4416,519,3105,19,Nereseno,Finale,68,135,null
4417,4174,3792,38,Nereseno,Finale,80,26,null
4418,3691,4639,7,Pobednik,CetvrtFinale,51,140,3691
4419,3072,2417,40,Nereseno,Polufinale,64,181,null
4420,5075,114,13,Pobednik,Samostoen,42,222,114
4421,1620,5091,31,Pobednik,Polufinale,16,156,1620
4422,482,395,36,Pobednik,Kvalifikacii,76,98,395
4423,4773,1382,21,Pobednik,CetvrtFinale,33,6,4773
4424,4752,1993,15,Pobednik,CetvrtFinale,25,131,1993
4425,2057,4314,39,Pobednik,Polufinale,44,199,2057
4426,506,1343,44,Pobednik,Kvalifikacii,31,135,506
4427,4715,4184,42,Pobednik,Samostoen,15,201,4715
4428,4573,3259,46,Pobednik,Samostoen,30,94,3259
4429,2772,1813,2,Nereseno,Finale,35,65,null
4430,4071,2683,30,Nereseno,Samostoen,48,202,null
4431,3061,2641,35,Nereseno,Finale,41,228,null
4432,4471,2048,2,Pobednik,Polufinale,64,157,2048
4433,5018,1775,38,Nereseno,Finale,18,158,null
4434,1049,1935,5,Pobednik,Samostoen,21,137,1935
4435,5096,3920,13,Nereseno,CetvrtFinale,53,4,null
4436,4311,645,43,Pobednik,Finale,32,170,4311
4437,687,701,16,Pobednik,Samostoen,16,216,687
4438,223,4140,24,Nereseno,Samostoen,27,30,null
4439,1111,582,41,Nereseno,Finale,46,65,null
4440,2528,2297,35,Nereseno,Samostoen,43,196,null
4441,1588,403,10,Pobednik,Polufinale,60,71,1588
4442,1807,1576,39,Pobednik,Kvalifikacii,39,155,1576
4443,4879,237,4,Pobednik,Kvalifikacii,34,172,237
4444,4254,4076,47,Nereseno,Kvalifikacii,28,147,null
4445,717,3345,16,Pobednik,Polufinale,68,87,3345
4446,427,2446,38,Nereseno,Samostoen,67,195,null
4447,377,2266,49,Pobednik,Kvalifikacii,38,183,377
4448,3070,979,42,Pobednik,Finale,20,215,3070
4449,380,189,50,Nereseno,Finale,18,233,null
4450,4268,4663,19,Pobednik,Polufinale,15,9,4663
4451,5002,393,28,Nereseno,Samostoen,58,185,null
4452,3754,1711,46,Pobednik,CetvrtFinale,70,45,1711
4453,4190,2662,13,Pobednik,Polufinale,71,160,4190
4454,3474,2094,25,Nereseno,Polufinale,60,227,null
4455,2333,1893,38,Pobednik,CetvrtFinale,58,228,1893
4456,4792,514,35,Pobednik,Polufinale,68,24,514
4457,322,220,48,Pobednik,Samostoen,80,132,220
4458,4598,2966,19,Nereseno,Samostoen,34,253,null
4459,1935,4625,24,Nereseno,CetvrtFinale,53,208,null
4460,4179,4542,29,Nereseno,Kvalifikacii,33,9,null
4461,1161,3124,49,Pobednik,Kvalifikacii,57,233,1161
4462,4420,1312,41,Pobednik,Finale,60,20,1312
4463,3799,4447,7,Nereseno,Finale,73,136,null
4464,4111,4172,2,Nereseno,Finale,71,42,null
4465,2518,3932,26,Pobednik,Samostoen,59,20,3932
4466,4980,3692,45,Nereseno,Polufinale,57,181,null
4467,2035,199,46,Pobednik,Polufinale,14,60,199
4468,498,5132,36,Nereseno,Kvalifikacii,39,242,null
4469,2569,2357,2,Nereseno,Kvalifikacii,76,71,null
4470,3566,1743,1,Pobednik,Samostoen,27,85,1743
4471,1738,4065,19,Pobednik,Samostoen,45,41,1738
4472,4450,2226,43,Pobednik,Polufinale,75,78,2226
4473,1341,3350,24,Nereseno,Kvalifikacii,28,13,null
4474,1726,4127,25,Nereseno,CetvrtFinale,42,70,null
4475,1397,3167,31,Pobednik,CetvrtFinale,70,162,3167
4476,2409,765,25,Nereseno,Samostoen,29,65,null
4477,1326,3120,24,Nereseno,Polufinale,23,149,null
4478,4525,1087,43,Pobednik,Kvalifikacii,24,79,1087
4479,2660,699,2,Pobednik,CetvrtFinale,54,128,699
