ID,brPrijava,KorisnikID,NastanID,Status
5823,New Zealand_2021:5823,4148,52,Aktiven
5824,Serbia_2020:5824,2073,77,Neaktiven
5825,Portugal_2022:5825,1133,103,Neaktiven
5826,Romania_2020:5826,2857,10,Aktiven
5827,women's_2022:5827,2208,32,Aktiven
5828,Zimbabwe_2025:5828,5117,4,Neaktiven
5829,Lebanon_2020:5829,40,14,Pending
5830,Romania_2020:5830,1929,10,Neaktiven
5831,Georgia_2023:5831,4761,51,Neaktiven
5832,Montenegro_2022:5832,2694,65,Pending
5833,Canada_2021:5833,2212,8,Aktiven
5834,Greece_2020:5834,535,40,Aktiven
5835,Kenya_2022:5835,4098,18,Aktiven
5836,Cuba_2023:5836,3595,54,Pending
5837,Ireland_2024:5837,354,83,Aktiven
5838,China_2023:5838,2728,64,Neaktiven
5839,Venezuela_2024:5839,5100,44,Aktiven
5840,Montenegro_2022:5840,3207,96,Pending
5841,Portugal_2023:5841,874,110,Aktiven
5842,Philippines_2025:5842,2308,11,Neaktiven
5843,Spain_2021:5843,2435,68,Pending
5844,Northern Ireland_2021:5844,4910,76,Aktiven
5845,Morocco_2023:5845,435,101,Neaktiven
5846,Netherlands_2023:5846,3829,89,Neaktiven
5847,Nicaragua_2021:5847,3176,81,Pending
5848,Philippines_2024:5848,5042,1,Pending
5849,Singapore_2021:5849,3844,20,Pending
5850,United Arab Emirates_2022:5850,3197,104,Neaktiven
5851,Australia_2020:5851,4212,105,Neaktiven
5852,Botswana_2020:5852,4134,100,Neaktiven
5853,Northern Ireland_2022:5853,4255,12,Pending
5854,India_2020:5854,663,38,Aktiven
5855,Nepal_2021:5855,2393,108,Neaktiven
5856,Morocco_2024:5856,3840,3,Aktiven
5857,China_2023:5857,1023,64,Neaktiven
5858,Montenegro_2022:5858,929,65,Pending
5859,Cuba_2023:5859,1798,99,Neaktiven
5860,Croatia_2020:5860,3952,22,Aktiven
5861,Australia_2020:5861,629,105,Neaktiven
5862,Norway_2022:5862,3639,75,Neaktiven
5863,Norway_2022:5863,55,75,Neaktiven
5864,Portugal_2025:5864,307,35,Aktiven
5865,Portugal_2025:5865,264,35,Neaktiven
5866,United Arab Emirates_2022:5866,301,104,Pending
5867,Scotland_2022:5867,2817,87,Aktiven
5868,Great Britain_2021:5868,471,53,Pending
5869,Dominican Republic_2023:5869,1407,48,Pending
5870,Kazakhstan_2024:5870,4303,106,Neaktiven
5871,New Zealand_2021:5871,832,94,Pending
5872,Portugal_2022:5872,4788,103,Pending
5873,Bangladesh_2021:5873,2377,29,Neaktiven
5874,Denmark_2021:5874,2619,21,Aktiven
5875,China_2023:5875,1503,64,Aktiven
5876,Bangladesh_2021:5876,4324,29,Pending
5877,Kenya_2025:5877,4536,66,Neaktiven
5878,Belgium_2023:5878,1349,61,Aktiven
5879,Northern Ireland_2022:5879,54,12,Neaktiven
5880,China_2022:5880,2850,107,Neaktiven
5881,Northern Ireland_2022:5881,3588,12,Neaktiven
5882,Morocco_2020:5882,4561,23,Aktiven
5883,France_2023:5883,2691,13,Aktiven
5884,Kazakhstan_2023:5884,7,80,Aktiven
5885,Bangladesh_2021:5885,4203,90,Neaktiven
5886,Kenya_2025:5886,2341,66,Neaktiven
5887,Germany_2025:5887,527,55,Neaktiven
5888,Australia_2020:5888,3040,105,Aktiven
5889,Honduras_2024:5889,494,39,Aktiven
5890,Great Britain_2023:5890,3375,98,Pending
5891,Algeria_2021:5891,4862,78,Pending
5892,Hungary_2024:5892,1429,85,Aktiven
5893,Norway_2023:5893,3876,97,Pending
5894,Montenegro_2022:5894,1122,65,Neaktiven
5895,Belgium_2023:5895,2799,61,Pending
5896,Iran_2020:5896,1329,6,Pending
5897,Albania_2023:5897,1331,15,Neaktiven
5898,Lithuania_2023:5898,5054,95,Pending
5899,Turkey_2021:5899,1002,2,Pending
5900,Bangladesh_2021:5900,1710,29,Aktiven
5901,Great Britain_2023:5901,2570,98,Neaktiven
5902,Algeria_2021:5902,933,78,Neaktiven
5903,Singapore_2021:5903,5099,20,Aktiven
5904,Montenegro_2022:5904,4765,65,Aktiven
5905,Sri Lanka_2024:5905,4819,57,Neaktiven
5906,Barbados_2024:5906,2513,49,Neaktiven
5907,Greece_2020:5907,3584,40,Aktiven
5908,Kazakhstan_2023:5908,2737,80,Aktiven
5909,Malta_2021:5909,4845,24,Neaktiven
5910,Montenegro_2022:5910,4144,65,Neaktiven
5911,Germany_2021:5911,5008,36,Aktiven
5912,Estonia_2023:5912,1289,69,Aktiven
5913,Montenegro_2022:5913,1401,65,Pending
5914,Norway_2023:5914,465,97,Pending
5915,Cuba_2023:5915,2976,99,Aktiven
5916,Netherlands_2023:5916,507,89,Aktiven
5917,Hungary_2024:5917,4646,85,Aktiven
5918,Bangladesh_2021:5918,5084,29,Aktiven
5919,women's_2022:5919,2897,32,Neaktiven
5920,Greece_2020:5920,51,40,Aktiven
5921,Honduras_2024:5921,1960,39,Neaktiven
5922,Trinidad and Tobago_2023:5922,4666,67,Aktiven
5923,Malta_2021:5923,879,24,Aktiven
5924,New Zealand_2021:5924,1949,58,Pending
5925,Netherlands_2023:5925,2315,89,Aktiven
5926,China_2023:5926,3419,64,Pending
5927,Norway_2023:5927,139,97,Aktiven
5928,Ireland_2020:5928,4925,43,Aktiven
5929,Zambia_2024:5929,2065,46,Aktiven
5930,Colombia_2023:5930,1622,72,Aktiven
5931,Morocco_2020:5931,1073,23,Pending
5932,Israel_2021:5932,3817,59,Neaktiven
5933,Iran_2020:5933,4382,6,Pending
5934,Albania_2023:5934,3,15,Neaktiven
5935,Ireland_2024:5935,3752,83,Pending
5936,Australia_2020:5936,2048,105,Pending
5937,Kazakhstan_2024:5937,1189,106,Neaktiven
5938,Albania_2021:5938,2043,60,Neaktiven
5939,Canada_2021:5939,249,8,Pending
5940,Scotland_2022:5940,1346,87,Aktiven
5941,Singapore_2024:5941,3876,82,Pending
5942,Morocco_2023:5942,4599,101,Neaktiven
5943,Lebanon_2020:5943,4847,14,Neaktiven
5944,Azerbaijan_2020:5944,3741,56,Neaktiven
5945,Norway_2022:5945,3848,75,Aktiven
5946,Ireland_2024:5946,3793,83,Neaktiven
5947,Macedonia_2023:5947,1316,19,Neaktiven
5948,Argentina_2021:5948,3616,42,Neaktiven
5949,Cuba_2023:5949,2728,54,Neaktiven
5950,Northern Ireland_2021:5950,1681,76,Neaktiven
5951,Austria_2021:5951,3794,109,Neaktiven
5952,France_2023:5952,4619,13,Neaktiven
5953,Nepal_2021:5953,4690,108,Pending
5954,New Zealand_2021:5954,204,94,Aktiven
5955,Netherlands_2023:5955,522,89,Neaktiven
5956,Croatia_2020:5956,1529,22,Pending
5957,Croatia_2020:5957,457,22,Pending
5958,Philippines_2024:5958,4627,1,Pending
5959,Cuba_2023:5959,393,54,Aktiven
5960,Colombia_2021:5960,3332,50,Aktiven
5961,New Zealand_2021:5961,1067,58,Neaktiven
5962,Barbados_2024:5962,808,49,Pending
5963,Bangladesh_2021:5963,3836,90,Neaktiven
5964,Portugal_2025:5964,4949,35,Pending
5965,Austria_2021:5965,1592,109,Neaktiven
5966,Venezuela_2024:5966,3226,44,Aktiven
5967,Mongolia_2023:5967,2098,37,Aktiven
5968,Kazakhstan_2023:5968,2069,80,Aktiven
5969,Kazakhstan_2024:5969,5144,106,Pending
5970,Barbados_2024:5970,858,49,Pending
5971,Philippines_2025:5971,1350,11,Neaktiven
5972,New Zealand_2021:5972,1928,52,Pending
5973,Singapore_2020:5973,4888,25,Pending
5974,New Zealand_2021:5974,4965,58,Neaktiven
5975,Mexico_2023:5975,3308,74,Aktiven
5976,Estonia_2023:5976,1610,69,Aktiven
5977,Great Britain_2021:5977,2489,53,Aktiven
5978,Canada_2021:5978,2946,8,Neaktiven
5979,Romania_2020:5979,3121,10,Neaktiven
5980,Kosovo_2023:5980,1233,17,Neaktiven
5981,Northern Ireland_2022:5981,1524,12,Neaktiven
5982,Cuba_2023:5982,2704,99,Aktiven
5983,Zimbabwe_2025:5983,1064,4,Aktiven
5984,Turkey_2021:5984,3308,2,Pending
5985,Georgia_2021:5985,4457,7,Pending
5986,Spain_2021:5986,35,68,Aktiven
5987,Austria_2021:5987,4415,109,Aktiven
5988,Austria_2024:5988,4249,93,Neaktiven
5989,Macedonia_2023:5989,2435,19,Neaktiven
5990,Venezuela_2024:5990,277,44,Aktiven
5991,Zambia_2024:5991,3132,46,Neaktiven
5992,Estonia_2023:5992,428,69,Pending
5993,Portugal_2025:5993,2881,35,Aktiven
5994,Colombia_2023:5994,961,72,Pending
5995,Hungary_2024:5995,1744,85,Neaktiven
5996,Australia_2020:5996,273,105,Aktiven
5997,Dominican Republic_2023:5997,831,48,Aktiven
5998,Lithuania_2023:5998,3218,95,Neaktiven
5999,Philippines_2024:5999,3030,1,Neaktiven
6000,Romania_2020:6000,278,10,Pending
6001,Estonia_2023:6001,3890,69,Neaktiven
6002,Argentina_2021:6002,4241,42,Neaktiven
6003,Barbados_2024:6003,5118,79,Aktiven
6004,Nepal_2021:6004,4118,108,Aktiven
6005,Sri Lanka_2024:6005,1765,57,Pending
6006,Colombia_2023:6006,4210,72,Aktiven
6007,Latvia_2021:6007,2089,47,Aktiven
6008,Philippines_2024:6008,592,1,Aktiven
6009,Nicaragua_2021:6009,3838,81,Neaktiven
6010,Suriname_2023:6010,3248,26,Aktiven
6011,New Zealand_2021:6011,2017,58,Neaktiven
6012,Colombia_2023:6012,3830,72,Aktiven
6013,Estonia_2024:6013,2337,33,Pending
6014,Montenegro_2022:6014,4201,65,Neaktiven
6015,Morocco_2023:6015,1933,101,Aktiven
6016,Mexico_2023:6016,4659,74,Neaktiven
6017,Colombia_2021:6017,2970,50,Aktiven
6018,Germany_2021:6018,4888,36,Neaktiven
6019,Cuba_2023:6019,1540,31,Aktiven
6020,India_2021:6020,2821,92,Neaktiven
6021,Trinidad and Tobago_2023:6021,800,67,Neaktiven
6022,Israel_2021:6022,2329,59,Pending
6023,Lithuania_2023:6023,2526,95,Aktiven
6024,women's_2022:6024,4198,32,Aktiven
6025,Hungary_2024:6025,2058,85,Pending
6026,Montenegro_2022:6026,333,96,Neaktiven
6027,Albania_2020:6027,586,70,Aktiven
6028,New Zealand_2021:6028,1885,52,Aktiven
6029,Lebanon_2020:6029,3180,14,Aktiven
6030,Lebanon_2020:6030,4489,14,Pending
6031,Venezuela_2025:6031,4517,34,Aktiven
6032,Morocco_2024:6032,897,3,Neaktiven
6033,Faroe Islands_2021:6033,714,16,Pending
6034,Philippines_2025:6034,890,11,Aktiven
6035,Norway_2022:6035,2447,75,Neaktiven
6036,New Zealand_2021:6036,2712,52,Neaktiven
6037,Zimbabwe_2025:6037,4424,4,Pending
6038,Venezuela_2025:6038,437,34,Aktiven
6039,Georgia_2023:6039,2549,51,Neaktiven
6040,New Zealand_2021:6040,4042,94,Neaktiven
6041,Zambia_2022:6041,2284,102,Aktiven
6042,Spain_2021:6042,545,68,Pending
6043,Romania_2020:6043,1687,10,Aktiven
6044,Singapore_2021:6044,635,20,Aktiven
6045,New Zealand_2021:6045,4657,58,Neaktiven
6046,Seychelles_2024:6046,1243,88,Neaktiven
6047,Philippines_2025:6047,450,11,Pending
6048,Portugal_2023:6048,2595,110,Pending
6049,Kosovo_2023:6049,1887,17,Pending
6050,Azerbaijan_2020:6050,1864,56,Pending
6051,Kenya_2025:6051,353,66,Neaktiven
6052,Canada_2021:6052,2754,8,Aktiven
6053,Chile_2023:6053,4331,41,Neaktiven
6054,Mexico_2023:6054,2097,74,Aktiven
6055,Belgium_2023:6055,4492,61,Aktiven
6056,New Zealand_2021:6056,4940,52,Aktiven
6057,Norway_2023:6057,2952,97,Neaktiven
6058,Dominican Republic_2023:6058,2185,48,Neaktiven
6059,Venezuela_2024:6059,1594,44,Pending
6060,United Arab Emirates_2022:6060,1866,104,Aktiven
6061,Norway_2023:6061,1652,97,Neaktiven
6062,Lebanon_2020:6062,3959,14,Neaktiven
6063,New Zealand_2021:6063,2826,58,Pending
6064,Argentina_2021:6064,2507,42,Pending
6065,Bangladesh_2021:6065,1342,29,Aktiven
6066,Croatia_2020:6066,2793,22,Aktiven
6067,Great Britain_2021:6067,4340,53,Aktiven
6068,Kenya_2025:6068,5072,66,Aktiven
6069,Montenegro_2022:6069,3955,96,Neaktiven
6070,Hungary_2024:6070,2156,85,Pending
6071,Norway_2023:6071,643,97,Neaktiven
6072,Argentina_2021:6072,1021,42,Aktiven
6073,Nepal_2021:6073,2445,108,Neaktiven
6074,Singapore_2020:6074,3965,25,Aktiven
6075,Russia_2020:6075,4238,9,Neaktiven
6076,Kenya_2022:6076,4920,18,Pending
6077,Georgia_2023:6077,111,51,Neaktiven
6078,Norway_2022:6078,3029,75,Pending
6079,Portugal_2023:6079,1518,110,Neaktiven
6080,Albania_2020:6080,1751,70,Neaktiven
6081,Philippines_2024:6081,1478,1,Aktiven
6082,Finland_2024:6082,4891,63,Pending
6083,Suriname_2023:6083,1668,26,Neaktiven
6084,Portugal_2023:6084,781,110,Pending
6085,Albania_2020:6085,5024,70,Pending
6086,Barbados_2024:6086,1593,49,Aktiven
6087,Australia_2020:6087,4325,105,Aktiven
6088,Albania_2023:6088,3732,15,Aktiven
6089,Ireland_2020:6089,987,43,Neaktiven
6090,Mongolia_2023:6090,4026,37,Aktiven
6091,Pakistan_2022:6091,1632,28,Aktiven
6092,Portugal_2025:6092,3472,35,Neaktiven
6093,India_2020:6093,4945,38,Aktiven
6094,Trinidad and Tobago_2023:6094,4633,67,Neaktiven
6095,Netherlands_2023:6095,2910,89,Pending
6096,Croatia_2020:6096,2529,22,Neaktiven
6097,Cuba_2023:6097,2607,54,Pending
6098,Faroe Islands_2021:6098,3830,16,Aktiven
6099,Cuba_2023:6099,1557,31,Aktiven
6100,Estonia_2023:6100,2646,69,Pending
6101,Faroe Islands_2021:6101,2334,16,Aktiven
6102,Portugal_2025:6102,988,35,Pending
6103,Switzerland_2025:6103,4527,45,Neaktiven
6104,Singapore_2020:6104,4725,25,Aktiven
6105,Austria_2024:6105,2719,93,Pending
6106,Serbia_2020:6106,648,77,Pending
6107,Germany_2021:6107,1828,36,Aktiven
6108,Israel_2021:6108,3091,59,Pending
6109,Azerbaijan_2020:6109,1229,56,Neaktiven
6110,Venezuela_2025:6110,2282,34,Pending
6111,Austria_2024:6111,1085,93,Aktiven
6112,Denmark_2021:6112,3441,21,Neaktiven
6113,Faroe Islands_2021:6113,205,16,Pending
6114,New Zealand_2021:6114,4338,52,Aktiven
6115,Sri Lanka_2024:6115,2393,57,Aktiven
6116,Israel_2021:6116,5102,91,Neaktiven
6117,China_2022:6117,5066,107,Pending
6118,Latvia_2021:6118,4175,47,Pending
6119,Kenya_2022:6119,4083,18,Neaktiven
6120,Iran_2020:6120,2960,6,Pending
6121,women's_2022:6121,3127,32,Aktiven
6122,Spain_2021:6122,3487,68,Aktiven
6123,Scotland_2022:6123,2014,87,Pending
6124,Azerbaijan_2020:6124,3394,56,Neaktiven
6125,Colombia_2021:6125,3520,50,Neaktiven
6126,Austria_2021:6126,3078,109,Aktiven
6127,Seychelles_2024:6127,1445,88,Neaktiven
6128,Serbia_2020:6128,2720,77,Neaktiven
6129,Kenya_2022:6129,1045,18,Pending
6130,Israel_2021:6130,1416,59,Pending
6131,Northern Ireland_2022:6131,1382,12,Neaktiven
6132,Morocco_2020:6132,211,23,Aktiven
6133,Seychelles_2024:6133,4715,88,Neaktiven
6134,Bangladesh_2021:6134,1052,90,Pending
6135,Ireland_2020:6135,1267,43,Neaktiven
6136,Algeria_2021:6136,1746,78,Neaktiven
6137,Finland_2024:6137,3141,63,Pending
6138,France_2023:6138,4314,13,Neaktiven
6139,Malta_2021:6139,4225,24,Aktiven
6140,Switzerland_2025:6140,4271,45,Neaktiven
6141,Colombia_2021:6141,1083,50,Aktiven
6142,Botswana_2020:6142,2207,100,Pending
6143,Serbia_2020:6143,3903,77,Neaktiven
6144,Estonia_2024:6144,4581,33,Aktiven
6145,Montenegro_2022:6145,3700,96,Pending
6146,Bangladesh_2021:6146,2214,90,Aktiven
6147,Montenegro_2022:6147,1352,65,Neaktiven
6148,Northern Ireland_2022:6148,4684,12,Aktiven
6149,Mongolia_2023:6149,2708,37,Aktiven
6150,Montenegro_2022:6150,3701,65,Neaktiven
6151,Barbados_2024:6151,4378,79,Pending
6152,Portugal_2025:6152,2753,35,Aktiven
6153,Austria_2021:6153,2868,109,Aktiven
6154,Serbia_2020:6154,235,77,Neaktiven
6155,Venezuela_2025:6155,2972,34,Pending
6156,Great Britain_2021:6156,1709,53,Neaktiven
6157,New Zealand_2021:6157,2343,94,Pending
6158,Northern Ireland_2023:6158,2992,71,Pending
6159,Zambia_2022:6159,2880,102,Pending
6160,Ireland_2020:6160,1794,43,Aktiven
6161,Cuba_2023:6161,3303,31,Neaktiven
6162,Denmark_2021:6162,327,21,Pending
6163,Kazakhstan_2023:6163,1781,80,Neaktiven
6164,Spain_2021:6164,2178,68,Pending
6165,Northern Ireland_2022:6165,2850,12,Neaktiven
6166,United Arab Emirates_2022:6166,2285,104,Aktiven
6167,Bangladesh_2021:6167,4062,90,Aktiven
6168,Zambia_2022:6168,3394,102,Neaktiven
6169,Azerbaijan_2020:6169,2899,56,Aktiven
6170,Macedonia_2023:6170,5122,19,Aktiven
6171,Malta_2021:6171,2988,24,Aktiven
6172,Germany_2025:6172,4072,55,Neaktiven
6173,Seychelles_2024:6173,2512,88,Pending
6174,Suriname_2023:6174,370,26,Aktiven
6175,India_2021:6175,141,92,Neaktiven
6176,Macedonia_2023:6176,4267,19,Aktiven
6177,Trinidad and Tobago_2023:6177,2160,67,Pending
6178,Denmark_2021:6178,414,21,Neaktiven
6179,women's_2022:6179,2931,32,Aktiven
6180,Iran_2020:6180,1749,6,Pending
6181,Faroe Islands_2021:6181,4823,16,Pending
6182,Cuba_2023:6182,1993,54,Aktiven
6183,Great Britain_2021:6183,4571,53,Pending
6184,Denmark_2021:6184,1095,21,Aktiven
6185,Montenegro_2022:6185,3330,96,Aktiven
6186,Italy_2024:6186,3316,86,Pending
6187,Norway_2022:6187,4128,75,Pending
6188,Sweden_2024:6188,2987,73,Neaktiven
6189,New Zealand_2021:6189,553,58,Aktiven
6190,New Zealand_2021:6190,80,52,Pending
6191,Albania_2020:6191,2460,70,Aktiven
6192,Israel_2021:6192,5076,59,Aktiven
6193,Germany_2021:6193,5016,36,Aktiven
6194,Malta_2021:6194,3846,24,Aktiven
6195,Norway_2022:6195,1754,75,Pending
6196,Kenya_2025:6196,2219,66,Neaktiven
6197,Austria_2021:6197,3224,109,Pending
6198,United States _2020:6198,2889,5,Pending
6199,Trinidad and Tobago_2023:6199,1308,67,Neaktiven
6200,Morocco_2023:6200,603,101,Pending
6201,Colombia_2021:6201,2428,50,Neaktiven
6202,Sri Lanka_2024:6202,576,57,Pending
6203,Colombia_2023:6203,1279,72,Pending
6204,Morocco_2020:6204,1139,23,Pending
6205,Albania_2023:6205,560,15,Neaktiven
6206,Norway_2022:6206,3287,75,Pending
6207,Sri Lanka_2024:6207,4070,57,Pending
6208,Venezuela_2025:6208,3961,34,Pending
6209,Portugal_2023:6209,3291,110,Pending
6210,Venezuela_2024:6210,3857,44,Neaktiven
6211,Morocco_2024:6211,2105,3,Aktiven
6212,Romania_2020:6212,3689,10,Pending
6213,Colombia_2022:6213,999,84,Neaktiven
6214,Estonia_2024:6214,4694,33,Aktiven
6215,Greece_2020:6215,3251,40,Pending
6216,Lithuania_2023:6216,3223,95,Neaktiven
6217,Kenya_2025:6217,4395,66,Pending
6218,New Zealand_2021:6218,3185,58,Pending
6219,Hungary_2024:6219,3381,85,Aktiven
6220,Germany_2021:6220,1631,36,Aktiven
6221,Chile_2023:6221,1944,41,Neaktiven
6222,Scotland_2022:6222,58,87,Pending
6223,Panama_2022:6223,296,62,Pending
6224,Algeria_2021:6224,4208,78,Aktiven
6225,Northern Ireland_2023:6225,2108,71,Neaktiven
6226,women's_2022:6226,162,32,Pending
6227,New Zealand_2021:6227,2187,58,Neaktiven
6228,Israel_2021:6228,1609,91,Neaktiven
6229,Great Britain_2021:6229,418,53,Neaktiven
6230,Argentina_2021:6230,3118,42,Neaktiven
6231,New Zealand_2021:6231,4586,94,Aktiven
6232,Zambia_2024:6232,1534,46,Aktiven
6233,Scotland_2022:6233,1049,87,Pending
6234,Mongolia_2023:6234,2186,37,Pending
6235,Lithuania_2023:6235,4644,95,Aktiven
6236,Israel_2021:6236,1831,91,Pending
6237,Estonia_2023:6237,2269,69,Pending
6238,Colombia_2022:6238,1004,84,Aktiven
6239,Scotland_2022:6239,4548,87,Aktiven
6240,Serbia_2020:6240,4904,77,Aktiven
6241,New Zealand_2021:6241,283,52,Pending
6242,Cuba_2023:6242,4482,99,Neaktiven
6243,Australia_2020:6243,2155,105,Pending
6244,Panama_2022:6244,1075,62,Aktiven
6245,Zambia_2022:6245,52,102,Aktiven
6246,Albania_2021:6246,307,60,Neaktiven
6247,Italy_2024:6247,1895,86,Aktiven
6248,Montenegro_2022:6248,4144,96,Aktiven
6249,Norway_2023:6249,1011,97,Neaktiven
6250,Ireland_2020:6250,1874,43,Pending
6251,Venezuela_2024:6251,1395,44,Neaktiven
6252,Cuba_2023:6252,1642,54,Aktiven
6253,Turkey_2021:6253,4885,2,Neaktiven
6254,Scotland_2022:6254,1916,87,Pending
6255,Switzerland_2025:6255,329,45,Neaktiven
6256,Lebanon_2020:6256,2952,14,Neaktiven
6257,women's_2022:6257,416,32,Neaktiven
6258,Switzerland_2025:6258,4712,45,Aktiven
6259,New Zealand_2021:6259,1304,94,Neaktiven
6260,Cuba_2023:6260,4909,54,Pending
6261,Estonia_2023:6261,3089,69,Neaktiven
6262,Zambia_2024:6262,2287,46,Pending
6263,Bangladesh_2021:6263,3168,29,Aktiven
6264,Portugal_2025:6264,2049,35,Pending
6265,France_2023:6265,3570,13,Pending
6266,Switzerland_2025:6266,3173,45,Pending
6267,Denmark_2021:6267,3532,21,Neaktiven
6268,China_2023:6268,981,64,Aktiven
6269,Venezuela_2024:6269,2447,44,Aktiven
6270,Nepal_2021:6270,3343,108,Neaktiven
6271,Colombia_2021:6271,3797,50,Aktiven
6272,Australia_2020:6272,1640,105,Aktiven
6273,Zambia_2024:6273,2890,46,Pending
6274,Colombia_2022:6274,3570,84,Neaktiven
6275,Macedonia_2023:6275,1802,19,Neaktiven
6276,Switzerland_2025:6276,4594,45,Pending
6277,Switzerland_2025:6277,2671,45,Pending
6278,Albania_2020:6278,1189,70,Aktiven
6279,Albania_2020:6279,4440,70,Pending
6280,Ukraine_2021:6280,4036,27,Aktiven
6281,Faroe Islands_2021:6281,872,16,Neaktiven
6282,Barbados_2024:6282,4444,79,Pending
6283,Greece_2020:6283,4357,40,Neaktiven
6284,Cuba_2023:6284,5029,54,Aktiven
6285,India_2020:6285,4708,38,Aktiven
6286,Cuba_2023:6286,1514,54,Pending
6287,China_2023:6287,2483,64,Neaktiven
6288,Latvia_2021:6288,355,47,Neaktiven
6289,Denmark_2021:6289,4101,21,Neaktiven
6290,Romania_2020:6290,3927,10,Neaktiven
6291,Ireland_2024:6291,980,83,Aktiven
6292,Portugal_2025:6292,2894,35,Pending
6293,Denmark_2021:6293,2592,21,Neaktiven
6294,Russia_2020:6294,2531,9,Pending
6295,Hungary_2024:6295,2291,85,Pending
6296,Sweden_2024:6296,1739,73,Aktiven
6297,Suriname_2023:6297,2427,26,Pending
6298,Algeria_2021:6298,2138,78,Pending
6299,Mongolia_2023:6299,4192,37,Aktiven
6300,Lebanon_2020:6300,756,14,Aktiven
6301,Cuba_2023:6301,475,54,Pending
6302,Lithuania_2023:6302,5094,95,Neaktiven
6303,Algeria_2021:6303,629,78,Neaktiven
6304,Norway_2022:6304,2351,75,Aktiven
6305,Georgia_2023:6305,929,51,Aktiven
6306,Northern Ireland_2023:6306,3761,71,Neaktiven
6307,India_2021:6307,4799,92,Aktiven
6308,Colombia_2023:6308,2784,72,Pending
6309,Colombia_2023:6309,1789,72,Aktiven
6310,Zambia_2024:6310,4184,46,Aktiven
6311,Germany_2021:6311,410,36,Pending
6312,Zambia_2024:6312,2866,46,Aktiven
6313,Nicaragua_2021:6313,3291,81,Pending
6314,China_2022:6314,3422,107,Aktiven
6315,Kosovo_2023:6315,1441,17,Aktiven
6316,Morocco_2023:6316,4812,101,Pending
6317,Colombia_2023:6317,3104,72,Neaktiven
6318,Estonia_2023:6318,4878,69,Neaktiven
6319,Russia_2020:6319,4595,9,Pending
6320,Finland_2024:6320,3988,63,Aktiven
6321,Denmark_2021:6321,4834,21,Aktiven
6322,China_2022:6322,4778,107,Aktiven
6323,Ireland_2020:6323,3442,43,Aktiven
6324,Estonia_2023:6324,4380,69,Neaktiven
6325,Colombia_2021:6325,13,50,Pending
6326,Russia_2020:6326,2970,9,Pending
6327,New Zealand_2021:6327,4812,94,Neaktiven
6328,Austria_2024:6328,839,93,Pending
6329,Romania_2020:6329,4843,10,Pending
6330,Barbados_2024:6330,2436,79,Pending
6331,Kazakhstan_2024:6331,4791,106,Pending
6332,Philippines_2024:6332,3285,1,Neaktiven
6333,Morocco_2024:6333,5110,3,Aktiven
6334,Seychelles_2024:6334,412,88,Pending
6335,Spain_2021:6335,712,68,Pending
6336,France_2023:6336,104,13,Neaktiven
6337,Cuba_2023:6337,3267,54,Neaktiven
6338,Colombia_2022:6338,3031,84,Pending
6339,Ireland_2024:6339,4889,83,Aktiven
6340,Chile_2023:6340,1902,41,Pending
6341,Venezuela_2025:6341,4435,34,Neaktiven
6342,Montenegro_2022:6342,3824,96,Neaktiven
6343,Denmark_2021:6343,140,21,Aktiven
6344,Estonia_2024:6344,4170,33,Neaktiven
6345,Canada_2021:6345,969,8,Neaktiven
6346,Scotland_2022:6346,4306,87,Neaktiven
6347,Zimbabwe_2025:6347,2008,4,Neaktiven
6348,Lithuania_2023:6348,2508,95,Aktiven
6349,Estonia_2024:6349,266,33,Neaktiven
6350,Kazakhstan_2024:6350,3827,106,Aktiven
6351,Sri Lanka_2024:6351,887,57,Aktiven
6352,Panama_2022:6352,1693,62,Pending
6353,Venezuela_2025:6353,4087,34,Neaktiven
6354,Dominican Republic_2023:6354,4958,48,Aktiven
6355,Trinidad and Tobago_2023:6355,3535,67,Pending
6356,Great Britain_2023:6356,4874,98,Pending
6357,Israel_2021:6357,3068,59,Neaktiven
6358,Italy_2024:6358,4632,86,Neaktiven
6359,Italy_2024:6359,4510,86,Aktiven
6360,Great Britain_2021:6360,2587,53,Neaktiven
6361,Mongolia_2023:6361,4483,37,Neaktiven
6362,Nepal_2021:6362,2748,108,Aktiven
6363,Kenya_2025:6363,4149,66,Pending
6364,Serbia_2020:6364,2736,77,Aktiven
6365,Turkey_2021:6365,715,2,Neaktiven
6366,United States _2020:6366,1031,5,Aktiven
6367,Italy_2024:6367,103,86,Neaktiven
6368,Zimbabwe_2025:6368,2340,4,Pending
6369,Canada_2021:6369,2242,8,Aktiven
6370,Sri Lanka_2024:6370,472,57,Neaktiven
6371,Azerbaijan_2020:6371,3237,56,Pending
6372,Israel_2021:6372,2864,91,Neaktiven
6373,Israel_2021:6373,3612,59,Aktiven
6374,Panama_2022:6374,934,62,Aktiven
6375,Philippines_2024:6375,1732,1,Neaktiven
6376,Sweden_2024:6376,3173,73,Aktiven
6377,Norway_2023:6377,4671,97,Aktiven
6378,Lebanon_2020:6378,4081,14,Aktiven
6379,Georgia_2021:6379,3651,7,Aktiven
6380,France_2023:6380,4730,13,Neaktiven
6381,Nepal_2021:6381,5054,108,Pending
6382,Ireland_2020:6382,2958,43,Aktiven
6383,Portugal_2025:6383,5059,35,Aktiven
6384,Lithuania_2023:6384,4059,95,Aktiven
6385,Kosovo_2023:6385,3952,17,Aktiven
